repeat,fold,split_id,evaluation,method,accuracy,balanced_accuracy,macro_f1,log_loss,brier
2,5,R2F5,transport_OGTT,GALIATSATOS/PLA-BN TAN,0.7269938650306749,0.3264462809917355,0.28113879003558717,0.7605317549584506,0.4176663637709503
2,5,R2F5,canonical_max_severity,Operator-aware logistic EM,0.6042944785276073,0.456979044533891,0.4506675301950893,0.8445550584379843,0.5197562789328788
2,5,R2F5,transport_HbA1c,Operator-aware logistic EM,0.6687116564417178,0.3599025040118691,0.339565243074015,0.674650650428353,0.41887207894974193
2,5,R2F5,transport_FPG,Operator-aware logistic EM,0.6165644171779141,0.4332186690448889,0.4220898536092883,0.7845505788014969,0.48544664292042045
2,5,R2F5,transport_OGTT,Operator-aware logistic EM,0.7423312883435583,0.3486225895316804,0.3126477541371158,0.682002967491935,0.3881300367018875
2,5,R2F5,canonical_max_severity,Oracle-label logistic,0.656441717791411,0.45623919691530385,0.43921578194119176,0.7986379176522866,0.48315018776134433
2,5,R2F5,transport_HbA1c,Oracle-label logistic,0.6595092024539877,0.33760256759620916,0.2928932500743384,0.668950378528365,0.4170118690315203
2,5,R2F5,transport_FPG,Oracle-label logistic,0.6717791411042945,0.4676745799181778,0.4560047398589065,0.7615832920386518,0.4648067510954339
2,5,R2F5,transport_OGTT,Oracle-label logistic,0.7423312883435583,0.3333333333333333,0.284037558685446,0.6744175487806267,0.38413399374209495
3,1,R3F1,canonical_max_severity,GALIATSATOS/PLA-BN TAN,0.5474006116207951,0.42732857962215753,0.42707086160711977,1.1734391720097115,0.623888559076873
3,1,R3F1,transport_HbA1c,GALIATSATOS/PLA-BN TAN,0.672782874617737,0.35526038372338187,0.3221518240975997,0.7222998036052358,0.44565796967094995
3,1,R3F1,transport_FPG,GALIATSATOS/PLA-BN TAN,0.5718654434250765,0.40101010101010104,0.38791017589647386,0.9148628937464247,0.5346166564656482
3,1,R3F1,transport_OGTT,GALIATSATOS/PLA-BN TAN,0.7584097859327217,0.33421052631578946,0.30751141862252973,0.7059135460908899,0.37391746379035473
3,1,R3F1,canonical_max_severity,Operator-aware logistic EM,0.6483180428134556,0.4636416232746508,0.44472656625694884,0.8401460976236796,0.4985616580952597
3,1,R3F1,transport_HbA1c,Operator-aware logistic EM,0.6636085626911316,0.3350652088792507,0.27209291323682466,0.6546015857710853,0.41113866699630164
3,1,R3F1,transport_FPG,Operator-aware logistic EM,0.654434250764526,0.45980936121781185,0.44603356216628526,0.8083103609337243,0.4833505406968656
